span,label
From 140 it went down to 80.,['Explain']
From 80 it went down to 40 and… it was over.,['Explain']
"I wish that none of this had ever happened to your family but she, um, reminded me kinda what I got into this career to begin with for… and that’s the only regret is I wish I could have told her what her impact was.",['Explain']
" And I really appreciate those times, everyone was saying ‘It’s a wrap,’ you know what I mean?",['Explain']
"For you to still be there and be like, ‘Nah, there’s still stuff you can do, you ain’t gotta blow the trumpet just yet.’ ",['Explain']
"When a time when there wasn’t any hope, that really lifted us up.",['Explain']
Recording booths are places for people to look back on their lives… and sometimes… to look ahead… to a time when they’re no longer here…,['Explain']
That’s the direction that this conversation took…,['Explain']
"Conchetta Brown has Chronic Obstructive Pulmonary Disease, or C-O-P-D, and uses oxygen…",['Explain']
"She came to StoryCorps in San Antonio with her daughter, Nidera. ",['Explain']
"If this was to be your very last conversation, is there anything you want to say to me? ",['Open-ended']
" I love you and I’m sorry I have to die but I have to go, girl",['Response']
" It was good while it lasted, but I must go. ",['Explain']
You act like it’s the ending of a relationship ,['Explain']
It is! ,['Response']
"Well, yeah, I guess it is… but–",['Explain']
Because no more mother and daughter.,['Explain']
" It’s just daughter, mother gone.",['Explain']
Yeah. But you won’t have to worry about oxygen,['Explain']
 I know that’s the truth,['Explain']
 No more medicine,['Explain']
"Oh, to think",['Explain']
No. You just have to slow down,['Response']
"Yeah, I try to do that",['Response']
And then I forget what I’m doing.,['Explain']
"Well, don’t slow down that much",['Request']
"Oh… Well, what about you?",['Open-ended']
What would you do?,['Open-ended']
If this was my last conversation?,['Clarification']
Yes.,['Response']
"Yeah, I would tell you the same thing, that I love you",['Response']
Do you want to be cremated?,['Closed-ended']
Yes.,['Response']
Oh yeah.,['Response']
And where you want us to throw you?,['Open-ended']
"In the toilet, the garbage can?",['Rhetorical']
"No, not the garbage can",['Response']
"All that, it didn’t make no sense to get me cremated",['Explain']
"Okay, so sorry",['Response']
 Just get me cremated and throw me out back?,['Closed-ended']
Yeah,['Response']
"We could use some soil and, you know, plant a tree",['Response']
Oh yeah… That would be awesome. ,['Response']
Uuuhuu.,['Response']
"Something that can give fruit, you know",['Response']
That can give back,['Response']
"Yes, give it back",['Response']
"So for your great great grandchild listening to this years from now, is there any wisdom you want to pass on to them?",['Clarification']
"You know, you don’t have to be religious to believe in something, ‘cause religion is what you do every day.",['Response']
"And they got a song that say, ‘You don’t miss your water ‘til your well run dry.’ ",['Explain']
That’s why you’re supposed to treat people kind while they’re alive.,['Explain']
Yeah.,['Response']
"And when your well dry, you want to see that person again",['Response']
 But it’s all over,['Explain']
Yup,['Response']
"You know, we made do girl…",['Response']
" Eventually, I’ve gotta go.",['Explain']
And I know it’s gonna break your heart.,['Response']
 I’ll be sad that I’m gone ‘cause I won’t have you to talk to,['Explain']
But it’s gonna be alright.,['Explain']
"I’mma always be with you, here.",['Explain']
Tchin <<chin>> is an artist and metalsmith,['Explain']
 He’s created designs for brands like Cartier <<CAR-tee-yay>>,['Explain']
He belongs to the Narragansett tribe,['Explain']
"Growing up, he moved between foster homes in Rhode Island and Virginia.",['Explain']
"And as he told his daughter Xiao Hui Star <<shah-way-star>>, he was often one of the few Indigenous people in town.",['Explain']
I looked different than everybody else. ,['Explain']
"There was either white people or Black people, and there was me.",['Explain']
"And so, I stood out",['Explain']
" And the cops would stop me sometimes, even as a young kid, they would stop me and go, ‘You know, you don’t belong in this neighborhood.’",['Explain']
"I was living in Rhode Island and Rhode Island School of Design had a, like, summer scholarships",['Explain']
" So I entered the competition and the art teacher said, ‘They don’t want people like you.’ And uh, I stopped drawing ever since then. ",['Explain']
Wow. ,['Response']
"Yeah. It, it, it hurt. ",['Response']
 How old were you?,['Open-ended']
I might’ve been 13,['Response']
Hmm. ,['Response']
"And, uh, people would say, like, ‘You know, you’re gonna end up in jail,’ or, ‘You’re not gonna ever become anything’ or anything like that. ",['Explain']
"And I was, ‘I’m gonna prove them wrong.",['Explain']
I need to go somewhere,['Explain']
I need more than this,['Explain']
And I went to New York,['Explain']
". And I slept in hallways, and I slept in the subways, and I slept in Grand Central Station.",['Explain']
"I really couldn’t read and write very well, and, uh, when I did have jobs, I usually weren’t able to keep those jobs",['Explain']
And then I learned to read and write by forcing myself to read an encyclopedia.,['Explain']
And I applied to go to an art school.,['Explain']
"I would like to hear more about how you built the confidence to pursue an artistic career, which I see as quite risky. ",['Open-ended']
"It was a little scary, but because Mommy did so much supporting us, it wasn’t as scary as if I was the only breadwinner",['Explain']
 And my joke was always that I did all the cooking and the sewing.,['Explain']
And Mommy did the brickwork and the plumbing,['Explain']
"And when you girls were growing up, I made it a point that we would always have family meals on the weekend",['Explain']
"And I wanted to raise my girls as really strong, powerful women.",['Explain']
"I would always say, ‘What can I do? As a parent, to make your life better?’",['Explain']
" You girls would say, ‘I didn’t like when you raised your voice.",['Response']
And then I would learn to not be so tough on you,['Response']
" But you’re navigating the world very well, all of you",['Statement']
"I’m 38, the age that you were when you had me",['Explain']
What advice do you have for me?,['Open-ended']
The sad thing about human beings is that we tend to remember the unhappy things. ,['Response']
And I think my advice to you is just try to be happy,['Statement']
The longest life is short.,['Statement']
"Miranda Duschack and Mimo Davis’ have been farming together since 2012, supplying flowers in the St. Louis area.",['Explain']
At StoryCorps Miranda and Mimo told their own love story as the first lesbian couple married in Missouri,['Explain']
We met at work.,['Explain']
Right,['Response']
At our day job.,['Explain']
"And then we decided to farm together…fell in love, got married, at a spiritual ceremony where we jumped the broom because we couldn’t legally be married. ",['Explain']
And then the second wedding was in 2014 to be legally married.,['Explain']
Right.,['Response']
Do you remember this?,['Closed-ended']
When we had August.,['Explain']
"Do you remember how I pushed August out, ok…",['Closed-ended']
" What do you mean, do I remember that?",['Clarification']
Yeah. But they didn’t know how to fill out the birth certificate.,['Explain']
 I do remember that,['Response']
"So, I was making a fact sheet to leave at the nurse’s station about how to register. Um…",['Explain']
It’s okay.,['Response']
It’s okay,['Response']
You can have you some tears,['Explain']
"I just felt like we were total freaks, man.",['Explain']
"We weren’t freaks, we were just firsts",['Response']
We were just first. ,['Response']
And it was really embarrassing for me that we fought so hard to get married and then we got divorced,['Explain']
"But, you know, that was part of the rights that we fought for.",['Explain']
I know,['Response']
" I mean, I would say that to people, You know, it…",['Explain']
"And that’s all part of the package, right?",['Rhetorical']
 You get to be married and then you get to be divorced.,['Explain']
 I mean,['Statement']
Right,['Response']
"I was like, just like straight people.",['Explain']
Just like straight people,['Response']
I can get divorced.,['Statement']
 I can get divorced,['Statement']
It didn’t necessarily pan out the way we thought it would be…,['Open-ended Declaration']
But we’re still in it,['Response']
We’re still farming partners,['Explain']
We’re raising a beautiful son,['Response']
 These are gorgeous flowers sitting in front of us,['Explain']
"And Mimo Davis, I’m going to say right now, I still really love you and care about you.",['Explain']
"Of course, of course, I love you and care about you too",['Response']
I mean that was never in question for me,['Explain']
"We are both really, in our hearts and souls and deep down, totally committed to each other, and that’s why we work through all the real stuff",['Explain']
And I see that as a win.,['Explain']
The StoryCorps’ Military Voices Initiative records and shares the stories of service members and their families.,['Explain']
"In 1942, in the midst of World War 2, the Marine Corps officially opened its ranks to Black men",['Explain']
"More than 19,000 Black recruits signed up …  and became known as the Montford Point Marines … Named for the North Carolina base where they trained",['Explain']
"Most of these men have passed away, but through the StoryCorps Archive … we can still hear their stories …",['Explain']
Do you remember the first time you put on the uniform? ,['Closed-ended']
"I just felt like, oh, I’m a proud Marine, you know.",['Response']
I thought I was something. ,['Explain']
" I wanted to help fight for our country, and also show that we had the courage and intelligence to do so. ",['Explain']
We knew we were the best,['Response']
Well we made it our business to be the best of the best.,['Explain']
 Not mediocre but the best,['Explain']
We’re going to hear now from Corporal Sidney Allen Francis.,['Explain']
"After serving as one of the first Black Marines… he worked as a New York City police detective… and in 2005 spoke with his daughter, Candice, at StoryCorps.",['Explain']
" I wanted to go into the Army, but they said no.",['Explain']
And this was World War II? ,['Closed-ended']
": Yeah. And they stamped my papers ‘Navy,’ and there was no way in the Hell I was going to the Navy.",['Response']
Why didn’t you want to go in the Navy?,['Open-ended']
"I didn’t like the little hats they were in, the little ",['Response']
"So then I said, ‘What about the Marine Corps?",['Open-ended']
"The guy says, ‘Well, you have to go ‘round and see the Sergeant Major.’",['Response']
First thing he said to me: ‘Are you a high school graduate?’,['Explain']
" I said, ‘Yes, sir.’",['Explain']
And I went to North Carolina for boot camp.,['Explain']
And what was that like? ,['Open-ended']
" I mean, they were rough. ",['Response']
"Now, were your drill instructors, were they white or Black? ",['Closed-ended']
"No, they were Black",['Response']
". But see, they had trained under white instructors because up to 1942, the Marine Corps had no Blacks",['Explain']
 And that’s why they were extra tough on us.,['Explain']
They wanted us to make it,['Explain']
"And, uh, we did.",['Explain']
" I was with my buddy from New York, he was in the Marine Corps, and we were going to Raleigh from Montford Point",['Explain']
And we’re sitting in the back of the bus,['Explain']
"Then the bus stopped to pick up people, and the bus driver came up and he said, uh, ‘You guys will have to get up",['Explain']
"I said, ‘Get up for what?",['Explain']
"He says, ‘These white people have to sit down.",['Explain']
" I said, ‘We’re in the back of the bus",['Explain']
"He said, ‘You ought to get up",['Explain']
 And I lost my head then,['Explain']
"I says, ‘We’re not getting up.",['Explain']
"And lo and behold, in not even 10 minutes, in comes police with guns drawn",['Explain']
 And they took me that night to some little prison camp.,['Explain']
" And in the morning I heard, ‘Warden, this is Major Pauper, United States Marine Corps.",['Explain']
 You got one of my boys in there.’,['Explain']
"All the Marines from Montford Point, they were on six by six trucks with machine guns at the ready.",['Explain']
You could see they just wanted to tear that jail down.,['Explain']
"And when I came out, Major Pauper, he says, ‘PFC Francis, you get on that truck. ",['Explain']
We’re out of here.,['Explain']
"And he hollered it back, ‘Thank you, Warden, that you didn’t hurt one of my Marines.",['Explain']
"He said, ‘You would have been in trouble.’",['Explain']
"That was Sidney Allen Francis speaking with his daughter, Candice.",['Explain']
"Sidney died February 15, 2014",['Explain']
 His daughter recently came back to StoryCorps\nCandice: So I didn’t know that story before,['Explain']
"He had never shared that with me, but it sounded like my father",['Explain']
I wasn’t surprised by that at all.,['Explain']
"You know, a lot of Black men who served this country had to also suffer indignities, even while in uniform.",['Explain']
 I don’t think that they’ve gotten the credit that they deserve for putting their lives in danger.,['Explain']
"And coming out of it with scars that didn’t come from the so-called enemy, but came from within",['Explain']
 But what I appreciate about my father is that he used his military service to give him what he needed to build a life for himself and his family.,['Explain']
" It gave him purpose, and it gave him an anchor … And I’m grateful for that.",['Explain']
So what do you want your grandchildren to know about you? ,['Open-ended']
" I want them to just remember that I loved them, that’s all.",['Response']
There’s nothing exciting about me.,['Explain']
I’m just a man. ,['Explain']
Jackie Miller and her son Scott first came to StoryCorps in 2008… when Jackie revealed a secret…,['Explain']
"When I was seventeen, I got pregnant. ",['Explain']
And I gave this baby up for adoption and said at that time that I will adopt a child when I’m able to take care of a child.,['Explain']
 Wow. I just wasn’t ready for that.,['Response']
I’m sure.,['Response']
 I worry that you’ll never know how scary it is for me sometimes to imagine life without you.,['Explain']
That’s something I can’t make better for you,['Explain']
 And I don’t doubt it’ll be tough but… you’ll be okay…,['Explain']
They came back in 2023.,['Explain']
"At 88, Jackie’s health was declining…",['Explain']
Realizing his mom was nearing the end of life…,['Explain']
Scott wanted to do one more interview…,['Explain']
I cannot believe 15 years have passed,['Explain']
I don’t have any more revelations to unleash on you,['Response']
 And now I have an old person’s voice.,['Explain']
 It cracks…,['Explain']
But I still don’t think of myself as old,['Explain']
"I mean, when I find myself — oh gosh — flirting I realize a guy would have to be nuts to flirt back. ",['Explain']
But that doesn’t keep me from doing it,['Explain']
" The last time, the guy was giving me my flu shot. ",['Explain']
"He was gorgeous, absolutely gorgeous",['Explain']
But my world is really getting smaller. ,['Response']
Words don’t come that easily to me now.,['Explain']
It’s really scary,['Explain']
" The other day, I couldn’t remember my cell phone number",['Explain']
" I recognize this is part of getting not older but old, you know?",['Rhetorical']
"Yeah… You know in our first interview I had said, uh… it scares me imagining life without you, and it doesn’t so much scare me anymore",['Clarification']
" But, it makes me uneasy imagining a world without you in it.",['Explain']
"You know, when your parents are both gone, you’re kind of nobody’s son.",['Explain']
So when I think about what I’m going to be holding onto when you’re gone…,['Explain']
"It feels so simple, but our conversations… and your voice. ",['Explain']
"One of the things every parent wants to know is just, how happy are you with your life?",['Explain']
 I’m very happy about my life.,['Response']
"I just would like to emphasize — and I want you to hear — how you gave my life, give my life, such meaning.",['Response']
 I will miss having a friend who is unconditionally in love with you…,['Explain']
 There’s no other relationship that’s the same as that,['Explain']
"You can have great friends or loved ones, but it’s not the same.",['Explain']
As you’ve heard… StoryCorps has always been about chasing big ideas,['Explain']
And one of those big ideas is that every single person in the country would one day be able to record an interview. ,['Explain']
"But during our first ten years, if someone wanted to record, they’d have to come to one of our booths in person",['Explain']
" In 2015, that all changed",['Explain']
"That year, StoryCorps founder Dave Isay went on stage to give a TED Talk",['Explain']
"Tonight, I’m going to try to make the case that inviting a loved one, a friend or even a stranger to record a meaningful interview with you just might turn out to be one of the most important moments in that person’s life, and in yours…",['Explain']
Dave had won the TED Prize…. ,['Explain']
And that night he was on stage to reveal a brand new idea. ,['Explain']
"Here is my wish: that you will help us take everything we’ve learned through StoryCorps and bring it to the world, so that anyone can easily record a meaningful interview with another human being which will then be archived for history.",['Explain']
"Over the past couple of months, the team at StoryCorps has been working furiously to create an app that will bring StoryCorps out of our booths, so that it can be experienced by anyone, anywhere, anytime. ",['Explain']
"Together we can create an archive of the wisdom of humanity, and maybe in doing so, we’ll learn to listen a little more and shout a little less. ",['Explain']
Maybe these conversations will remind us what is really important. ,['Explain']
"And maybe, just maybe, it will help us recognize that simple truth that every life, every single life, matters equally and infinitely. ",['Explain']
Thank you very much. ,['Statement']
"And just like that, one of the largest barriers to participating in StoryCorps was gone. ",['Explain']
"Grandpa, tell me about your parents…",['Request']
What was your first impression when you came to America?,['Open-ended']
Can you share one of the happiest memories in your lifetime?,['Open-ended']
Tell me what you were like as a child and how did you like to spend your time…,['Request']
"My advice is don’t grow up, it’s a trap!",['Explain']
 In this episode… stories from beyond the recording booth…,['Explain']
  I’m Michael Garofalo.,['Explain']
And I’m Jasmyn Morris,['Explain']
From NPR… this is StoryCorps Then and Now… celebrating 20 years of StoryCorps.,['Explain']
"A few months after the app came out, there was a perfect opportunity to get people to use it…",['Explain']
Thanksgiving – a holiday known for putting family members in the same room.,['Explain']
So that year… we asked people to use the app when they went home for the holidays,['Explain']
 We called it the Great Thanksgiving Listen… and it’s actually become a once-a-year tradition.,['Explain']
"The hope was that we could get enough people to interview each other… that we’d document an entire generation in one day… like we said, big ideas. ",['Explain']
"Anyway, the interviews started coming in… from people’s kitchens, hotel rooms… and even one from inside a parked car at a strip mall in Iowa…",['Explain']
We asked that person who recorded that one  to walk us through that experience…,['Explain']
Hi my name is Kara Masteller and I interviewed my grandfather in my 1994 Buick,['Explain']
How did you know that grandma was the one?,['Open-ended']
"Well, she was a good looker",['Explain']
 We fit together.,['Explain']
We were a good pair.,['Explain']
"My grandma, everyone referred to her as like a spicy meatball. ",['Explain']
"She swore a lot, but she looked so innocent that no one ever expected her to say the things that she said.",['Explain']
Were you nervous to propose to her?,['Closed-ended']
No,['Response']
"We had something to say, we said it",['Response']
Like you.,['Explain']
What are the keys to a happy marriage?,['Open-ended']
"Well if something happens just say, ‘I’m sorry’ and get it over with",['Response']
 There’s no reason to carry on,['Explain']
" I just say ‘I’m sorry. I love ya,’ and that was the whole story.",['Explain']
I was really surprised by my grandpa saying sorry,['Statement']
I’ve never heard him say sorry.,['Statement']
 How would you like to be remembered?,['Open-ended']
Remem—? Ha,['Response']
Do you want to be remembered as like a real tough guy? Or…,['Closed-ended']
"Yeah, I was a pretty soft guy.",['Response']
 You intimidated me when I was little.,['Response']
I did?,['Clarification']
Yeah. You did,['Response']
 Are you happy about the life you’ve lived?,['Closed-ended']
Oh yeah. It wasn’t the easiest life back in them days.,['Response']
Mother died when I was four. ,['Response']
And it was a tough life.,['Explain']
He tells one story about how he was eight or nine and he was ice skating on the river and he fell through,['Explain']
He didn’t have hot water wherever he was living with his dad,['Explain']
So he broke into the school and just took a hot shower in the school.,['Explain']
I think that says a lot about his childhood that there was really no one there to help him get out of the water or keep him warm.,['Explain']
"Last April he was diagnosed with Alzheimer’s, and I had never really heard him say much about it.",['Explain']
 What do you think about Alzheimer’s?,['Open-ended']
Not much you can do,['Response']
I even can’t remember some names now myself.,['Explain']
So maybe I have got it,['Explain']
I don’t know.,['Explain']
" And when he said, ‘I don’t know what it would be like to have it",['Explain']
That was difficult for me,['Explain']
" So then I had to ask a follow-up just out of, I don’t know, self-preservation because I thought I was gonna cry.",['Explain']
"As people age, do you have any advice for them as they get older?",['Closed-ended']
It’s coming.,['Response']
 Don’t fight it. ,['Response']
Just roll with.,['Order']
 I mean real life.,['Clarification']
 Live it.,['Order']
It’s wonderful.,['Explain']
Thank you grandpa.,['Response']
After the interview my grandpa and I talked a lot more,['Explain']
"The last thing he said \n(laughs) before we got out of the car was, ‘Let’s give ‘em hell kiddo.",['Explain']
That’s Kara Masteller with her grandfather James Kennicott from her 1994 Buick in an Iowa parking lot…,['Explain']
"Before this… StoryCorps typically had been recording about 7,000 interviews a year.",['Explain']
"But with the app… on the Sunday after Thanksgiving… 17,000 interviews were added to the archive. ",['Explain']
The app made it possible for people to record even if their hometown wasn’t a stop on the StoryCorps tour… which is important… because some conversations can’t wait. Dave Isay knew that first hand… ,['Explain']
" Ten years ago, I recorded a StoryCorps interview with my dad",['Explain']
"I never thought about that recording until a couple of years ago, when my dad, who seemed to be in perfect health, was diagnosed with cancer. ",['Explain']
He passed away very suddenly a few days later.,['Explain']
I listened to that interview for the first time at three in the morning on the day that he died.,['Explain']
" I have a couple of young kids at home, and I knew that the only way they were going to get to know this person who was such a towering figure in my life would be through that session",['Explain']
"I thought I couldn’t believe in StoryCorps any more deeply than I did, but it was at that moment that I fully and viscerally grasped the importance of making these recordings.",['Explain']
"Every day, people come up to me and say, ”I wish I had interviewed my father or my grandmother or my brother, but I waited too long.” Now, no one has to wait anymore.",['Explain']
"And we saw people using the app in this way, like Eva Vega-Olds… ",['Explain']
"In 2015, her father Leonardo was diagnosed with lung cancer.",['Explain']
After going through chemo unsuccessfully… he went into hospice care at his home in New Jersey.,['Explain']
And Eva used the app to preserve his voice…,['Explain']
"When I was recording my dad, I was in his bedroom that he shared with my mom.",['Explain']
"There was the hospital bed in there, he had an oxygen machine, and he was struggling to breath, but I said, “Dad, do you want to do an interview?",['Explain']
" And he said, “Let her rip,” and so we did.",['Explain']
"Daddy, where were you born",['Open-ended']
Puerto Rico.,['Response']
 And do you know how long you’ve been in New Jersey?,['Open-ended']
Sixty-five years,['Response']
I’ve been here all my life.,['Explain']
" He was a factory worker, worked the graveyard shift, you know so he’s leaving for work when we’re coming back from school",['Explain']
" And then later on, he was a custodian and he was always working.",['Explain']
How do you want to be remembered?,['Open-ended']
 I don’t know…,['Response']
"Well I plan on telling the kids that you were really loyal, a committed father… funny…",['Explain']
"My family’s the kind of family that if you can’t take sarcasm, forget about it. ",['Explain']
"Like my wedding day, I remember walking down the aisle, and my dad was walking like super slow. ",['Explain']
"And I’m like, “Dad!”",['Explain']
" And he says to me, “Shhh, it’s my day. I finally get rid of you.”",['Explain']
 Do you remember teaching me how to swim?,['Closed-ended']
I remember you throwing me in the water and I was screaming and crying like I was gonna drown. ,['Explain']
"And I was like, “No, I can’t swim!” ",['Explain']
"And then you yelled at me, “Well then just stand up” (laughs.",['Explain']
Do you remember that?,['Closed-ended']
Yes.,['Response']
"When we took him home, he came back to hospice care and the nurses were there",['Explain']
"He looked at me and he said, “I think they think I’m gonna die.",['Explain']
" And I said, “Well, if you feel differently then do differently.”",['Explain']
But every day he got weaker and closer to the end.,['Explain']
 Do you think you’re dying?,['Closed-ended']
 Everybody dies.,['Explain']
"Up until that moment, we had not talked about him dying.",['Explain']
: Are you afraid?,['Closed-ended']
No.,['Response']
 wish it wasn’t happening right now. ,['Explain']
What are you most proud of Daddy?,['Open-ended']
My kids.,['Response']
Your kids?,['Clarification']
My family.,['Clarification']
"Okay, let me end it for now…",['Response']
I did the interview Tuesday afternoon and he passed on Thursday night.,['Explain']
"You know, not for nothing but my dad’s a working class fellow, he bought a home, paid off his home, and was able to die in his home, with his family around him.",['Explain']
"For him, that was the pinnacle of what your life should be",['Explain']
And I think that he did achieve his dreams.,['Explain']
Coming up after the break… ,['Explain']
"StoryCorps’ whole business model, if you will, is getting two people together in an enclosed space to talk right at each other, which, you know, when there’s a global respiratory pandemic is, you know, not great. ",['Explain']
Stay with us…,['Explain']
When the entire world came to a halt in March of 2020… so did StoryCorps,['Explain']
"We all were kind of like, what the heck do we do? ",['Open-ended']
"That’s Martin Olson, the director of digital at StoryCorps – he’s the guy behind the scenes who keeps things like our app and the archive running",['Explain']
 And in the early days of Covid… when suddenly no one could sit down together for an interview anymore… he had to kind of figure out how to keep StoryCorps itself running,['Explain']
" I remember we were still at the StoryCorps offices and Dave just came by and, sort of, started chatting",['Explain']
" He was just like, “Can we do anything remote?",['Explain']
"And, you know, obviously looking a little bit panicked",['Explain']
"Like, How can we actually do something that helps bring people together in this crazy moment?",['Explain']
" I had actually been messing around a little bit with remote recording, and, at that point, Zoom had entered people’s lives very quickly. ",['Explain']
"You know, here we come, a non-profit with a two person digital team and we’re like, “Cool, we’re going to build a thing.",['Explain']
"Trust us, it’ll work.”",['Explain']
And just like that…another “big idea” was born… ,['Explain']
And I remember over a weekend basically sat down and banged together like a little basic prototype.,['Explain']
Two people with browsers can see each other; they can talk to each other.,['Explain']
We can record this audio and then we can get that to talk to our archive. ,['Explain']
"You know, that weekend where you sat down to just be like, I gotta build this thing?",['Explain']
"I mean, are you hunched over your computer til three in the morning, like, how are you doing this? ",['Explain']
"Yeah, I guess coffee is an occupational hazard of being both a computer nerd and Swedish–actually my son’s first word was kaffe, which is, uh, coffee in Swedish",['Explain']
" So thankfully that kept me going, but honestly it was a little bit sort of piece by piece, right?",['Explain']
" It’s like, alright well, Okay so I’ve got one window and I can see myself in that one and I can see myself in this one",['Explain']
Great. Check,['Explain']
" Okay, so they need to hit a record button",['Explain']
 Alright so we’ll add that,['Explain']
Did it work? ,['Rhetorical']
Crap it didn’t work,['Clarification']
"Alright, doop, doop, doop…",['Explain']
Try a thing.,['Explain']
You realize that you forgot a semicolon somewhere because it’s two in the morning,['Explain']
" It’s a little bit of just sort of trying your way forward sometimes, until you sort of look up and you’re like oh, I should probably go to bed or I’m gonna be a little groggy tomorrow. ",['Explain']
"So was all of this exciting for you as, like, a nerdy tech guy? Or was it terrifying?",['Clarification']
"Yeah, I resent the premise of the question as a nerdy tech guy, but…",['Response']
"Hey, I’m using your words",['Response']
 As a highly socially competent tech guy.,['Response']
"I don’t remember a moment where I kinda walked in and it was like, you know, Shark Tank and I was like, “Dave, here’s my prototype.”",['Explain']
"hink it was more like, “look I put this thing together; it seems like this is a thing we can do.”",['Explain']
 Next thing I know it’s got a name called StoryCorps Connect,['Explain']
"They’re like, “When can we get this thing done?”  ",['Explain']
You’ve got 48 hours…,['Response']
: Well no…yeah right.,['Response']
 It was a lot faster than you’d really wanna do this kind of thing. ,['Explain']
But it was not like a single ‘just me’ effort. ,['Explain']
There was a lot of different people involved.,['Explain']
"At the time I also worked with another great guy named Steven on our technology team, so a lot of the early interviews are he and I testing internally.  ",['Explain']
"Yeah, so this is a recording from my phone",['Explain']
And I guess the real question is how is this going to come out on the other side,['Explain']
Will it come out at all?,['Open-ended']
Let’s see what happens.,['Explain']
We’ve gotta see if this thing records so I’ve gotta sit there and just record myself I guess,['Explain']
"And so there’s a lot of me just like doo doo doo doo doo, you know,  into the thing and like…",['Explain']
Doo doo doo,['Explain']
"Before we released it more widely, we actually have a whole raft of interviews that were staff members calling family members. ",['Explain']
And this includes you…,['Explain']
 Yeah. So I’ve got one with my sister.,['Explain']
"So hey, how’s it going?",['Rhetorical']
" It’s going alright, how are you?",['Rhetorical']
"Ah you know, stressing out.",['Explain']
"Because this thing tomorrow, in theory, this thing is going to go live and I basically built it in two weeks ",['Explain']
Are we testing it?,['Closed-ended']
"Yeah, we’re testing it.",['Response']
After lots of testing and fixing StoryCorps Connect on the fly… we opened it up to the public…and… people started to use it.,['Explain']
When did you realize COVID-19 was serious?,['Open-ended']
My anxiety levels are always on 10,['Response']
"I pray on my way to work, I pray on my lunch break",['Explain']
 What keeps me going is the fact that I need to keep goin.,['Explain']
I fear whenever I leave the house,['Explain']
"Everyday I wake up and just wonder, ’Is this the day that COVID-19 is gonna come home with me?’",['Explain']
"I’ve lost several people over these last couple months that I wasn’t able to say goodbye to, and so that has been really hard",['Explain']
 One of the things I miss most is giving you a hug,['Explain']
"And uh, when this is all over it’s, uh, one of the things I wanna do. ",['Explain']
"I remember we had this feeling like, you know, this is this important moment, not only do we need to be here to, you know, help people connect, but also, you know, to document this moment when all of a sudden people found themselves in this new alien world, right? ",['Explain']
"This new world was scary, unknown, and lonely…because the only thing worse than not seeing loved ones… was the possibility of exposing them to the virus…",['Explain']
"Dr. Roberto Vargas was the Director of Microbiology at a hospital in Rochester, New York",['Explain']
When the pandemic hit he found himself working long hours in the lab… running countless COVID tests.,['Explain']
Because of the risk… and for the sake of his wife and four kids… he started living in a hotel near his lab… and then later in the basement of their house.,['Explain']
"That’s where he was for this StoryCorps Connect recording… with his wife, Susan, and their 10-year-old son, Xavier, directly upstairs from him… but speaking through their computers",['Explain']
"When I would go to the hotel room after a long day and it was just me there, and it was very quiet; that was when I missed you all the most.",['Explain']
"It got very worrying once I knew the virus was going to be, like, a big thing, and with you gone it was way harder. I just missed you.",['Explain']
"I remember you’d dropped groceries off and put them on the front porch, and that’s when we started talking through the window next to our front door. ",['Explain']
"You would talk on your cell phone, and the kids and I would sit behind the window.",['Explain']
" And I remember one of the hardest nights, I think you were just exhausted, you just had your head on the window and were crying.",['Explain']
"But eventually, you started sleeping in the basement",['Explain']
And I would not let the kids go past the top of the basement stairs.,['Explain']
"We had to stay far away but I just felt better that you could be, like, a part of us. ",['Explain']
"It’s still very hard but it’s just nice to see you, Dad.",['Response']
"You have been so helpful to mom, so thank you, ok?",['Clarification']
Thanks.,['Response']
"I remember, once you came into the basement, the best night I had yet, you know, your coworker had made all these different dishes for us",['Explain']
"You sat at the bottom of the stairs in a rocking chair, and I was at the top.",['Explain']
"I remember that, yes. I even remember the food; it smelled so good.",['Response']
"It was the first time we had been able to connect in so long and, as crazy as it sounds, it’s the best date I’ve ever had with you in my life.",['Response']
"Without you, I wouldn’t have been able to do what I’ve been able to do at work",['Response']
You have to be absolutely everything to our four beautiful kids,['Explain']
I’ve never loved you more and I know it hasn’t been easy.,['Explain']
"Can you guys try not to cry, it makes me sad when you cry",['Request']
"Oh sorry, honey",['Explain']
These are tears of happiness,['Explain']
"Roberto, I admire you so much–always admired you–but you’ve done things these \npast couple months that seem impossible",['Explain']
"What you’re doing is a lot harder than what I’m doing, a lot harder.",['Explain']
" Dad, I just want to say thank you for helping get rid of this virus",['Response']
That’s a team effort and that team includes you.,['Response']
 But what carries me through is this family.,['Explain']
" StoryCorps was always really about people talking to each other and looking back, sort of saying, like, where did you grow up?",['Explain']
How did you get to this place?,['Open-ended']
" During that time though we actually have so much of people just connecting with each other and saying, like, so how has this been for you? ",['Open-ended']
How is this currently going? ,['Open-ended']
"These basic realities of, like, figuring out how to be around each other, how to find toilet paper, you know, which, remember that? ",['Explain']
God yeah.,['Response']
 That was fun.,['Response']
" At this point, it’s been more than half a year that we’ve been living in isolation… and then Thanksgiving comes along… a holiday where we’re all supposed to get together. ",['Response']
"So once again, the question was… what do we do?",['Open-ended']
"There was an older story from before the pandemic…about a vacuum repair guy from Melrose, Massachusetts named Scott MacCaulay… and he hosts Thanksgiving dinner for strangers. ",['Explain']
