span,label
"Yeah and I think for me having listened to A LOT of StoryCorps interviews over the years… and it’s really beautiful to hear someone take the time to sit down with another person, especially an elder to capture wisdom from their family…  you know, before it’s lost",['Declarative Clause']
"ut for those of who get to do this work… we’ve been able to listen to thousands of these interviews, thousands of  grandparents… or parents or couples and absorb basically generations of wisdom…",['Declarative Clause']
"And I don’t know if I’ve ever told you this but I actually used to keep a folder of little clips from interviews whenever I heard little gems … that I just wanted to keep for myself, stuff I could use in my own life. ",['Declarative Clause']
What a gift.,['Exclamatory Clause']
Very cool.,['Declarative Clause']
Another thing that strikes me is that after 20 years… the basic idea of a StoryCorps interview really hasn’t changed that much… and I mean that in the best way… it’s held up… like no matter what’s going on in the world… this way of taking an hour to connect with somebody… we want it… maybe we even need it.,['Declarative Clause']
And we found something that really helps illustrate that point.,['Declarative Clause']
We dug up the very first SC interview ever recorded… ,['Declarative Clause']
" I’m Dave Isay, and I’m interviewing Sandy Birnbaum, who’s my uncle, my great uncle.  ",['Declarative Clause']
Great Uncle. ,['Declarative Clause']
"Sandy, this is a very special session here because, like I said, we’re starting this whole national movement and you’re interview number one.",['Declarative Clause']
"When they spoke in 2003… Sandy’s wife of 55 years, Birdie, had died just a few months before. ",['Declarative Clause']
"The first date, she says, “I’ll meet you in the doorway just past the liquor store after work.” ",['Declarative Clause']
"And I was standing in the doorway, and it’s inset a little bit",['Declarative Clause']
" And finally I see this vision of purple coming down the street, a purple hat and a purple coat, and I think she had purple shoes and stockings on, too and uh, it  was so glamorous.",['Declarative Clause']
" I says, What the hell am I, a two bit farm boy? ",['Declarative Clause']
This is such a sophisticated woman,['Declarative Clause']
" mean, she’s way beyond me",['Declarative Clause']
" So I turned to the doorway, and I tried to duck out, but the door was locked. ",['Declarative Clause']
"If the door was open, it would have ended there and the best thing that…",['Declarative Clause']
" Well anyhow, uh, the door was locked and, uh, we had just so much fun. ",['Declarative Clause']
 Birdie was the love of your life?,['Interrogative Clause']
"Oh yeah, yeah. ",['Declarative Clause']
 What did you love about her?  ,['Interrogative Clause']
ou know I’ve never been asked that question.,['Declarative Clause']
Just her warmth,['Declarative Clause']
 She was everything that I wasn’t,['Declarative Clause']
"She filled in all the, uh, deficiencies I had, which were considerable, mostly in regard to shyness and to, uh, self confidence and things like that.",['Declarative Clause']
"Everybody loved her, and she was a good person to have with you",['Declarative Clause']
"Oh God,  I remember…",['Declarative Clause']
"Thank you, Sandy",['Declarative Clause']
So let me ask you a question,['Declarative Clause']
"It is helpful to talk about this, yeah? ",['Interrogative Clause']
 Uh,['Declarative Clause']
Or is it not?  ,['Interrogative Clause']
Is it damaging to bring up? ,['Interrogative Clause']
"Oh, no.. it’s a good feeling.",['Declarative Clause']
" Break out crying or you choke up and you can’t say a word, that’s a good feeling? ",['Interrogative Clause']
"Yeah, it is.",['Declarative Clause']
"Because, you know, you don’t have to pretend that you’re being a brave soul.",['Declarative Clause']
Gutting it through,['Declarative Clause']
 It’s a good feeling,['Declarative Clause']
 Let me get you home. ,['Imperative Clause']
Okay,['Declarative Clause']
"Thank you, Sandy",['Declarative Clause']
"As always, thanks for listening.",['Declarative Clause']
And I’m Jasmyn Morris. ,['Declarative Clause']
I’m Michael Garofalo.,['Declarative Clause']
"There, you can learn more about ALL the work we do…and how to add your story to the largest single collection of human voices ever gathered.",['Declarative Clause']
"Artwork for this episode was created by Liz McCarty, you can see it on our website.",['Declarative Clause']
"Special thanks to Kerrie Hillman, Mary Bess Ser, Neil Griffith, and all our One Small Step partners… ",['Declarative Clause']
Max Jungreis is our Associate Producer,['Declarative Clause']
"his episode was produced by MIchael Garofalo, Jud Esty-Kendall, and me",['Declarative Clause']
. Our Technical Director is Jarrett Floyd. ,['Declarative Clause']
"Um, and I, you know, I hope that the ethos of StoryCorps, that the idea that all of our lives and all of our stories matter equally and infinitely, the idea that we should treat each other with respect, that nobody’s the worst thing they’ve they’ve ever done, that people should be given a second chance that it flows through the veins of the country and participating in StoryCorps and listening to StoryCorps stories becomes part of what it means to be an American and that StoryCorps grows into an institution that outlives us all.",['Declarative Clause']
"Some people have said to me over the years that, you know, if aliens came to earth and they could only find one thing, they hoped it would be the StoryCorps archive because it really, it shows the best in us, but it also shows who we really are and that is the best in us.",['Declarative Clause']
"So what are your hopes for the future, for the next 20 years?",['Interrogative Clause']
"But, um, you know, it’s been worth every bit of it, and I’m incredibly grateful to the staff who helped make this dream come true.  ",['Declarative Clause']
" You know, truer words have never been spoken",['Declarative Clause']
And when he left he said at his goodbye party that “StoryCorps is hard work and love work and blood work.,['Declarative Clause']
One of the original StoryCorps employees–we started with four or five–and one of them was a guy named Matt Ozug,['Declarative Clause']
" You know, but it’s drawn people who just refuse to give up and I think that’s part of the secret sauce and the magic of StoryCorps.",['Declarative Clause']
There’s nothing viral or easy about StoryCorps,['Declarative Clause']
And it’s very hard work,['Declarative Clause']
"But their, um, motto famously was, We answer to a higher authority and, you know, I think that’s how all of us have felt at StoryCorps over these past 20 years, that this is sacred work and it draws a very special person to do this work",['Declarative Clause']
I have absolutely no idea. ,['Declarative Clause']
I don’t know why. ,['Declarative Clause']
"You know, true story and kind of crazy, but our first corporate sponsor was Hebrew National Hot Dogs.",['Declarative Clause']
"The StoryCorps team has never ceased to amaze me and, you know, that’s why we are what we are. ",['Declarative Clause']
"Yeah, well, I mean I think that everybody when they leave StoryCorps to a person and, you know, we’ve had thousands of employees at this point over the years, you know, everyone says that the best thing about StoryCorps are the people",['Declarative Clause']
Lots of people have put their whole selves into this work.  ,['Declarative Clause']
Right,['Declarative Clause']
Me too.,['Declarative Clause']
"I’ve gotten married, had children in this time.",['Declarative Clause']
And we’ve all had life changes.,['Declarative Clause']
"So, for this last episode, looking back on twenty years, so many people have contributed to making StoryCorps what it is now, of course.",['Declarative Clause']
 So we’re going to leave you with a conversation I recently had with Dave about just that…,['Declarative Clause']
"Hundreds of thousands of interviews later, it’s hard to imagine how many moments like this exist in the archive.",['Declarative Clause']
"In 1931, a young Native Hawaiian man, Joseph Kahahawai, was wrongfully accused of sexually assaulting the wife of a U.S. Navy officer … ",['Declarative Clause']
"Soon after, he was killed by her relatives.",['Declarative Clause']
Kim Farrant is his niece.,['Declarative Clause']
"But growing up, her family never spoke about her uncle.",['Declarative Clause']
"At StoryCorps in Honolulu, she told her sister …",['Declarative Clause']
Joy Kahahawai-Welch … how she first heard the story.\n ,['Declarative Clause']
I was in a Hawaiian history class in middle school and one of the topics was a very tragic story of a young man who was falsely accused of raping a woman and then the family kidnapped and murdered him.,['Declarative Clause']
And they were never brought to justice.,['Declarative Clause']
This man had the very same name as our dad: Joseph Kahahawai.,['Declarative Clause']
"The teacher then asked me, ‘Is this your family?’",['Declarative Clause']
"So I came home and I asked mom and she said, ‘Yeah. That is dad’s brother.’",['Declarative Clause']
He had just turned 23 years old right before he was killed. ,['Declarative Clause']
And then our dad was born just 11 months later. ,['Declarative Clause']
He inherited the very same name.,['Declarative Clause']
So Dad was the new Joe… and he became the star of our family.,['Declarative Clause']
He was like the sun that we all revolved around.,['Declarative Clause']
I think he knew that they wanted the name and the legacy to live on.,['Declarative Clause']
 You know… Dad innately carried himself a certain way to make his brother proud. ,['Declarative Clause']
And I remember wanting to hear more about what happened,['Declarative Clause']
" But the gist of it was, ‘It’s just too hard to talk about.’",['Declarative Clause']
" Right. I look back and I think, ‘Oh, is there something to be ashamed of?",['Declarative Clause']
But that first generation needed those years of silence and peace to heal and recover.,['Declarative Clause']
And it made us all hold each other more close and more dear …,['Declarative Clause']
 Like we’re this unbroken chain of family. ,['Declarative Clause']
" We pay our uncle our respects by going to the cemetery, you know? ",['Declarative Clause']
Taking care of it. ,['Declarative Clause']
It’s a humble cemetery in the middle of Kalihi.,['Declarative Clause']
And the plumeria tree above his grave has a lot of flowers.,['Declarative Clause']
 So fresh flowers are raining down on him daily right now. ,['Declarative Clause']
 ‘Ho’omana’o’ is on his gravestone and that’s a good reminder to never forget,['Declarative Clause']
Always remember.,['Declarative Clause']
"Corey Harvard has dedicated his life to helping LGBTQ youth in Mobile, Alabama. ",['Declarative Clause']
He grew up in a deeply religious family… and as a queer kid in the 90’s … he struggled to come out to his parents. ,['Declarative Clause']
"At StoryCorps, he and his mom, Lisa Harvard looked back at that time…",['Declarative Clause']
"We had no idea, we really didn’t, so we were caught off guard, as you might say. ",['Declarative Clause']
"But, Mom, the amount of stuff I was looking at online when I got the computer, that was just me trying to learn about what it meant to be gay",['Declarative Clause']
"if y’all were Snoopy parents, it would have taken no time to figure it out.",['Declarative Clause']
"I remember in that very first conversation, I was looking directly across from you, and you fell into your dad’s arms.",['Declarative Clause']
"I know that I was numb in a lot of ways because a big part of it was feeling separated from you, and I didn’t like that. ",['Declarative Clause']
"Yeah, I remember feeling that distance.",['Declarative Clause']
" I think that with where all of us were, it was inevitable",['Declarative Clause']
"And during those months and a couple years there, you would come back, we would have more conversations. ",['Declarative Clause']
"Of course a lot of it we may not have understood, but it didn’t leave us just reeling, we talked about those things.",['Declarative Clause']
As we were figuring out what this was going to look like for us. ,['Declarative Clause']
"Sometimes I just go into your room, even though we’ve remodeled, we made sure not to touch that room, and I sit on your bed, and I am really so hopeful that it was a good space because I wanted you to be a happy kid.",['Declarative Clause']
"The truth is, I felt so loved as a kid, but, I mean, there’s a part of that journey that no one can join you on.",['Declarative Clause']
"A hard thing that I’ve always wanted to share with you, the beginning of my sophomore year, I was struggling the most.",['Declarative Clause']
"And it was this dark night of the soul where it’s like, can I really accept this?",['Interrogative Clause']
Have I failed at life? ,['Interrogative Clause']
"And there was that one night that got really hard, and I remember sitting on the windowsill and just contemplating it, like, what would it be like for this to all be over?",['Interrogative Clause']
"And this feeling that I had is you, and it’s like this invisible golden lasso.",['Declarative Clause']
" And I knew that even in this worst moment of my life, that I can’t fall.",['Declarative Clause']
And the work that I do with these kids is how I took that golden lasso and I turned it into a net.,['Declarative Clause']
And we just keep saving people with that love that you put in me.,['Declarative Clause']
 Sometimes I look at you and I just can’t fathom the kind of love that I see you give it’s a humbling experience. ,['Declarative Clause']
"That’s Corey Harvard and his mom Lisa Harvard in Mobile, Alabama.",['Declarative Clause']
"In 2018, Corey co-founded Prism United, which provides support groups and access to therapy for LGBTQ+ youth and their families in Southwest Alabama. ",['Declarative Clause']
"You came into my life and changed me in so many ways, I’m so much better now than I ever would have been without you…and I’m so grateful to be your mom.",['Declarative Clause']
"When Robert Robinson’s daughter, Angel, started rapidly losing weight… doctors incorrectly diagnosed them with an eating disorder.",['Declarative Clause']
But on one visit to the hospital… a doctor on-call discovered a rare stomach tumor.,['Declarative Clause']
"That doctor, John Fortunato, would stay with the family through Angel’s treatment up until their death in 2023.",['Declarative Clause']
"At StoryCorps in Chicago, Dr. Fortunato sat down with Angel’s father for this conversation.",['Declarative Clause']
 My first memory of meeting Angel was in the hospital. ,['Declarative Clause']
"When I walked in the room, Angel was smiling the whole time.",['Declarative Clause']
A teenager who was… in control of the room. ,['Declarative Clause']
And I remember she told me to push her on her belly and I could make her throw up.,['Declarative Clause']
"After I diagnosed Angel with the tumor, what was your first response to that?",['Interrogative Clause']
"Before you discovered it, no one would listen to her.",['Declarative Clause']
Even me.,['Declarative Clause']
And… I still regret that.,['Declarative Clause']
 But I didn’t know. ,['Declarative Clause']
They were saying it was an eating disorder. ,['Declarative Clause']
"And, when you go to the doctor, you’re trusting the professionals.",['Declarative Clause']
"You just, ‘Okay, that’s what the doctor said, that’s what it is.’ ",['Declarative Clause']
"So I’m kind of trying to push her, you know what I mean?",['Interrogative Clause']
 And it’s not her fault. ,['Declarative Clause']
"Parents, myself included, don’t always see things clearly, especially as it relates to teenagers",['Declarative Clause']
But that doesn’t mean a parent’s doing something wrong.,['Declarative Clause']
 I never tell someone not to feel guilty because that’s not a fair expectation. ,['Declarative Clause']
"But, we just do the best we can to support and love our kids. ",['Declarative Clause']
"And that’s something that amazed me… you being a single father of twins, and somehow spending an incredible amount of time and energy with both your daughters.",['Declarative Clause']
Nothing else mattered to me but my kids. ,['Declarative Clause']
We couldn’t rely on anybody but each other.,['Declarative Clause']
" It was us against the world type of situation that I feel made her stronger, mentally",['Declarative Clause']
"Cause it’s lot of times I wanted to be like… ‘Well, if you’re gonna die anyway, forget doing this chemo",['Declarative Clause']
 You can keep your hair,['Declarative Clause']
" And she would, ‘Nah, we don’t give up. I’m gonna keep fighting",['Declarative Clause']
Sometimes you sink or swim and I got the impression that Angel was not gonna sink under any circumstances.,['Declarative Clause']
"No, she wasn’t.",['Declarative Clause']
 I wasn’t ready to give up either.,['Declarative Clause']
"But I realized, you know, after a while… it was a, just, almost impossible situation.",['Declarative Clause']
"When Angel died, I just remember, standing over her trying to talk to her and her eyes was open but she wasn’t responsive. ",['Declarative Clause']
And her sister was singing to her,['Declarative Clause']
"And her heart rate was dropping, it was going from 180, it went down to 140.",['Declarative Clause']
From 140 it went down to 80.,['Declarative Clause']
From 80 it went down to 40 and… it was over.,['Declarative Clause']
"I wish that none of this had ever happened to your family but she, um, reminded me kinda what I got into this career to begin with for… and that’s the only regret is I wish I could have told her what her impact was.",['Declarative Clause']
" And I really appreciate those times, everyone was saying ‘It’s a wrap,’ you know what I mean?",['Declarative Clause']
"For you to still be there and be like, ‘Nah, there’s still stuff you can do, you ain’t gotta blow the trumpet just yet.’ ",['Declarative Clause']
"When a time when there wasn’t any hope, that really lifted us up.",['Declarative Clause']
Recording booths are places for people to look back on their lives… and sometimes… to look ahead… to a time when they’re no longer here…,['Declarative Clause']
That’s the direction that this conversation took…,['Declarative Clause']
"Conchetta Brown has Chronic Obstructive Pulmonary Disease, or C-O-P-D, and uses oxygen…",['Declarative Clause']
"She came to StoryCorps in San Antonio with her daughter, Nidera. ",['Declarative Clause']
"If this was to be your very last conversation, is there anything you want to say to me? ",['Interrogative Clause']
" I love you and I’m sorry I have to die but I have to go, girl",['Declarative Clause']
" It was good while it lasted, but I must go. ",['Declarative Clause']
You act like it’s the ending of a relationship ,['Declarative Clause']
It is! ,['Declarative Clause']
"Well, yeah, I guess it is… but–",['Declarative Clause']
Because no more mother and daughter.,['Declarative Clause']
" It’s just daughter, mother gone.",['Declarative Clause']
Yeah. But you won’t have to worry about oxygen,['Declarative Clause']
 I know that’s the truth,['Declarative Clause']
 No more medicine,['Declarative Clause']
"Oh, to think",['Declarative Clause']
No. You just have to slow down,['Declarative Clause']
"Yeah, I try to do that",['Declarative Clause']
And then I forget what I’m doing.,['Declarative Clause']
"Well, don’t slow down that much",['Imperative Clause']
"Oh… Well, what about you?",['Interrogative Clause']
What would you do?,['Interrogative Clause']
If this was my last conversation?,['Interrogative Clause']
Yes.,['Declarative Clause']
"Yeah, I would tell you the same thing, that I love you",['Declarative Clause']
Do you want to be cremated?,['Interrogative Clause']
Yes.,['Declarative Clause']
Oh yeah.,['Declarative Clause']
And where you want us to throw you?,['Interrogative Clause']
"In the toilet, the garbage can?",['Interrogative Clause']
"No, not the garbage can",['Declarative Clause']
"All that, it didn’t make no sense to get me cremated",['Declarative Clause']
"Okay, so sorry",['Declarative Clause']
 Just get me cremated and throw me out back?,['Interrogative Clause']
Yeah,['Declarative Clause']
"We could use some soil and, you know, plant a tree",['Declarative Clause']
Oh yeah… That would be awesome. ,['Declarative Clause']
Uuuhuu.,['Declarative Clause']
"Something that can give fruit, you know",['Declarative Clause']
That can give back,['Declarative Clause']
"Yes, give it back",['Declarative Clause']
"So for your great great grandchild listening to this years from now, is there any wisdom you want to pass on to them?",['Interrogative Clause']
"You know, you don’t have to be religious to believe in something, ‘cause religion is what you do every day.",['Declarative Clause']
"And they got a song that say, ‘You don’t miss your water ‘til your well run dry.’ ",['Declarative Clause']
That’s why you’re supposed to treat people kind while they’re alive.,['Declarative Clause']
Yeah.,['Declarative Clause']
"And when your well dry, you want to see that person again",['Declarative Clause']
 But it’s all over,['Declarative Clause']
Yup,['Declarative Clause']
"You know, we made do girl…",['Declarative Clause']
" Eventually, I’ve gotta go.",['Declarative Clause']
And I know it’s gonna break your heart.,['Declarative Clause']
 I’ll be sad that I’m gone ‘cause I won’t have you to talk to,['Declarative Clause']
But it’s gonna be alright.,['Declarative Clause']
"I’mma always be with you, here.",['Declarative Clause']
Tchin <<chin>> is an artist and metalsmith,['Declarative Clause']
 He’s created designs for brands like Cartier <<CAR-tee-yay>>,['Declarative Clause']
He belongs to the Narragansett tribe,['Declarative Clause']
"Growing up, he moved between foster homes in Rhode Island and Virginia.",['Declarative Clause']
"And as he told his daughter Xiao Hui Star <<shah-way-star>>, he was often one of the few Indigenous people in town.",['Declarative Clause']
I looked different than everybody else. ,['Declarative Clause']
"There was either white people or Black people, and there was me.",['Declarative Clause']
"And so, I stood out",['Declarative Clause']
" And the cops would stop me sometimes, even as a young kid, they would stop me and go, ‘You know, you don’t belong in this neighborhood.’",['Declarative Clause']
"I was living in Rhode Island and Rhode Island School of Design had a, like, summer scholarships",['Declarative Clause']
" So I entered the competition and the art teacher said, ‘They don’t want people like you.’ And uh, I stopped drawing ever since then. ",['Declarative Clause']
Wow. ,['Exclamatory Clause']
"Yeah. It, it, it hurt. ",['Declarative Clause']
 How old were you?,['Interrogative Clause']
I might’ve been 13,['Declarative Clause']
Hmm. ,['Declarative Clause']
"And, uh, people would say, like, ‘You know, you’re gonna end up in jail,’ or, ‘You’re not gonna ever become anything’ or anything like that. ",['Declarative Clause']
"And I was, ‘I’m gonna prove them wrong.",['Declarative Clause']
I need to go somewhere,['Declarative Clause']
I need more than this,['Declarative Clause']
And I went to New York,['Declarative Clause']
". And I slept in hallways, and I slept in the subways, and I slept in Grand Central Station.",['Declarative Clause']
"I really couldn’t read and write very well, and, uh, when I did have jobs, I usually weren’t able to keep those jobs",['Declarative Clause']
And then I learned to read and write by forcing myself to read an encyclopedia.,['Declarative Clause']
And I applied to go to an art school.,['Declarative Clause']
"I would like to hear more about how you built the confidence to pursue an artistic career, which I see as quite risky. ",['Interrogative Clause']
"It was a little scary, but because Mommy did so much supporting us, it wasn’t as scary as if I was the only breadwinner",['Declarative Clause']
 And my joke was always that I did all the cooking and the sewing.,['Declarative Clause']
And Mommy did the brickwork and the plumbing,['Declarative Clause']
"And when you girls were growing up, I made it a point that we would always have family meals on the weekend",['Declarative Clause']
"And I wanted to raise my girls as really strong, powerful women.",['Declarative Clause']
"I would always say, ‘What can I do? As a parent, to make your life better?’",['Declarative Clause']
" You girls would say, ‘I didn’t like when you raised your voice.",['Declarative Clause']
And then I would learn to not be so tough on you,['Declarative Clause']
" But you’re navigating the world very well, all of you",['Declarative Clause']
"I’m 38, the age that you were when you had me",['Declarative Clause']
What advice do you have for me?,['Interrogative Clause']
The sad thing about human beings is that we tend to remember the unhappy things. ,['Declarative Clause']
And I think my advice to you is just try to be happy,['Exclamatory Clause']
The longest life is short.,['Exclamatory Clause']
"Miranda Duschack and Mimo Davis’ have been farming together since 2012, supplying flowers in the St. Louis area.",['Declarative Clause']
At StoryCorps Miranda and Mimo told their own love story as the first lesbian couple married in Missouri,['Declarative Clause']
We met at work.,['Declarative Clause']
Right,['Declarative Clause']
At our day job.,['Declarative Clause']
"And then we decided to farm together…fell in love, got married, at a spiritual ceremony where we jumped the broom because we couldn’t legally be married. ",['Declarative Clause']
And then the second wedding was in 2014 to be legally married.,['Declarative Clause']
Right.,['Declarative Clause']
Do you remember this?,['Interrogative Clause']
When we had August.,['Declarative Clause']
"Do you remember how I pushed August out, ok…",['Interrogative Clause']
" What do you mean, do I remember that?",['Interrogative Clause']
Yeah. But they didn’t know how to fill out the birth certificate.,['Declarative Clause']
 I do remember that,['Declarative Clause']
"So, I was making a fact sheet to leave at the nurse’s station about how to register. Um…",['Declarative Clause']
It’s okay.,['Declarative Clause']
It’s okay,['Declarative Clause']
You can have you some tears,['Declarative Clause']
"I just felt like we were total freaks, man.",['Declarative Clause']
"We weren’t freaks, we were just firsts",['Declarative Clause']
We were just first. ,['Declarative Clause']
And it was really embarrassing for me that we fought so hard to get married and then we got divorced,['Declarative Clause']
"But, you know, that was part of the rights that we fought for.",['Declarative Clause']
I know,['Declarative Clause']
" I mean, I would say that to people, You know, it…",['Declarative Clause']
"And that’s all part of the package, right?",['Interrogative Clause']
 You get to be married and then you get to be divorced.,['Declarative Clause']
 I mean,['Declarative Clause']
Right,['Declarative Clause']
"I was like, just like straight people.",['Declarative Clause']
Just like straight people,['Declarative Clause']
I can get divorced.,['Declarative Clause']
 I can get divorced,['Declarative Clause']
It didn’t necessarily pan out the way we thought it would be…,['Declarative Clause']
But we’re still in it,['Declarative Clause']
We’re still farming partners,['Declarative Clause']
We’re raising a beautiful son,['Declarative Clause']
 These are gorgeous flowers sitting in front of us,['Declarative Clause']
"And Mimo Davis, I’m going to say right now, I still really love you and care about you.",['Declarative Clause']
"Of course, of course, I love you and care about you too",['Declarative Clause']
I mean that was never in question for me,['Declarative Clause']
"We are both really, in our hearts and souls and deep down, totally committed to each other, and that’s why we work through all the real stuff",['Declarative Clause']
And I see that as a win.,['Declarative Clause']
The StoryCorps’ Military Voices Initiative records and shares the stories of service members and their families.,['Declarative Clause']
"In 1942, in the midst of World War 2, the Marine Corps officially opened its ranks to Black men",['Declarative Clause']
"More than 19,000 Black recruits signed up …  and became known as the Montford Point Marines … Named for the North Carolina base where they trained",['Declarative Clause']
"Most of these men have passed away, but through the StoryCorps Archive … we can still hear their stories …",['Declarative Clause']
Do you remember the first time you put on the uniform? ,['Interrogative Clause']
"I just felt like, oh, I’m a proud Marine, you know.",['Declarative Clause']
I thought I was something. ,['Declarative Clause']
" I wanted to help fight for our country, and also show that we had the courage and intelligence to do so. ",['Declarative Clause']
We knew we were the best,['Declarative Clause']
Well we made it our business to be the best of the best.,['Declarative Clause']
 Not mediocre but the best,['Declarative Clause']
We’re going to hear now from Corporal Sidney Allen Francis.,['Declarative Clause']
"After serving as one of the first Black Marines… he worked as a New York City police detective… and in 2005 spoke with his daughter, Candice, at StoryCorps.",['Declarative Clause']
" I wanted to go into the Army, but they said no.",['Declarative Clause']
And this was World War II? ,['Interrogative Clause']
": Yeah. And they stamped my papers ‘Navy,’ and there was no way in the Hell I was going to the Navy.",['Declarative Clause']
Why didn’t you want to go in the Navy?,['Interrogative Clause']
"I didn’t like the little hats they were in, the little ",['Declarative Clause']
"So then I said, ‘What about the Marine Corps?",['Interrogative Clause']
"The guy says, ‘Well, you have to go ‘round and see the Sergeant Major.’",['Declarative Clause']
First thing he said to me: ‘Are you a high school graduate?’,['Declarative Clause']
" I said, ‘Yes, sir.’",['Declarative Clause']
And I went to North Carolina for boot camp.,['Declarative Clause']
And what was that like? ,['Interrogative Clause']
" I mean, they were rough. ",['Declarative Clause']
"Now, were your drill instructors, were they white or Black? ",['Interrogative Clause']
"No, they were Black",['Declarative Clause']
". But see, they had trained under white instructors because up to 1942, the Marine Corps had no Blacks",['Declarative Clause']
 And that’s why they were extra tough on us.,['Declarative Clause']
They wanted us to make it,['Declarative Clause']
"And, uh, we did.",['Declarative Clause']
"Well, I have to tell you, I once went to jail down there",['Declarative Clause']
" I was with my buddy from New York, he was in the Marine Corps, and we were going to Raleigh from Montford Point",['Declarative Clause']
And we’re sitting in the back of the bus,['Declarative Clause']
"Then the bus stopped to pick up people, and the bus driver came up and he said, uh, ‘You guys will have to get up",['Declarative Clause']
"I said, ‘Get up for what?",['Declarative Clause']
"He says, ‘These white people have to sit down.",['Declarative Clause']
" I said, ‘We’re in the back of the bus",['Declarative Clause']
"He said, ‘You ought to get up",['Declarative Clause']
 And I lost my head then,['Declarative Clause']
"I says, ‘We’re not getting up.",['Declarative Clause']
"And lo and behold, in not even 10 minutes, in comes police with guns drawn",['Declarative Clause']
 And they took me that night to some little prison camp.,['Declarative Clause']
" And in the morning I heard, ‘Warden, this is Major Pauper, United States Marine Corps.",['Declarative Clause']
 You got one of my boys in there.’,['Declarative Clause']
"All the Marines from Montford Point, they were on six by six trucks with machine guns at the ready.",['Declarative Clause']
You could see they just wanted to tear that jail down.,['Declarative Clause']
"And when I came out, Major Pauper, he says, ‘PFC Francis, you get on that truck. ",['Declarative Clause']
We’re out of here.,['Declarative Clause']
"And he hollered it back, ‘Thank you, Warden, that you didn’t hurt one of my Marines.",['Declarative Clause']
"He said, ‘You would have been in trouble.’",['Declarative Clause']
"That was Sidney Allen Francis speaking with his daughter, Candice.",['Declarative Clause']
"Sidney died February 15, 2014",['Declarative Clause']
 His daughter recently came back to StoryCorps\nCandice: So I didn’t know that story before,['Declarative Clause']
"He had never shared that with me, but it sounded like my father",['Declarative Clause']
I wasn’t surprised by that at all.,['Declarative Clause']
"You know, a lot of Black men who served this country had to also suffer indignities, even while in uniform.",['Declarative Clause']
 I don’t think that they’ve gotten the credit that they deserve for putting their lives in danger.,['Declarative Clause']
"And coming out of it with scars that didn’t come from the so-called enemy, but came from within",['Declarative Clause']
 But what I appreciate about my father is that he used his military service to give him what he needed to build a life for himself and his family.,['Declarative Clause']
" It gave him purpose, and it gave him an anchor … And I’m grateful for that.",['Declarative Clause']
So what do you want your grandchildren to know about you? ,['Interrogative Clause']
" I want them to just remember that I loved them, that’s all.",['Declarative Clause']
There’s nothing exciting about me.,['Declarative Clause']
I’m just a man. ,['Declarative Clause']
Jackie Miller and her son Scott first came to StoryCorps in 2008… when Jackie revealed a secret…,['Declarative Clause']
"When I was seventeen, I got pregnant. ",['Declarative Clause']
And I gave this baby up for adoption and said at that time that I will adopt a child when I’m able to take care of a child.,['Declarative Clause']
 Wow. I just wasn’t ready for that.,['Declarative Clause']
I’m sure.,['Declarative Clause']
 I worry that you’ll never know how scary it is for me sometimes to imagine life without you.,['Declarative Clause']
That’s something I can’t make better for you,['Declarative Clause']
 And I don’t doubt it’ll be tough but… you’ll be okay…,['Declarative Clause']
They came back in 2023.,['Declarative Clause']
"At 88, Jackie’s health was declining…",['Declarative Clause']
Realizing his mom was nearing the end of life…,['Declarative Clause']
Scott wanted to do one more interview…,['Declarative Clause']
I cannot believe 15 years have passed,['Declarative Clause']
I don’t have any more revelations to unleash on you,['Declarative Clause']
 And now I have an old person’s voice.,['Declarative Clause']
 It cracks…,['Declarative Clause']
But I still don’t think of myself as old,['Declarative Clause']
"I mean, when I find myself — oh gosh — flirting I realize a guy would have to be nuts to flirt back. ",['Declarative Clause']
But that doesn’t keep me from doing it,['Declarative Clause']
" The last time, the guy was giving me my flu shot. ",['Declarative Clause']
"He was gorgeous, absolutely gorgeous",['Declarative Clause']
But my world is really getting smaller. ,['Declarative Clause']
Words don’t come that easily to me now.,['Declarative Clause']
It’s really scary,['Declarative Clause']
" The other day, I couldn’t remember my cell phone number",['Declarative Clause']
" I recognize this is part of getting not older but old, you know?",['Interrogative Clause']
"Yeah… You know in our first interview I had said, uh… it scares me imagining life without you, and it doesn’t so much scare me anymore",['Declarative Clause']
" But, it makes me uneasy imagining a world without you in it.",['Declarative Clause']
"You know, when your parents are both gone, you’re kind of nobody’s son.",['Declarative Clause']
So when I think about what I’m going to be holding onto when you’re gone…,['Declarative Clause']
"It feels so simple, but our conversations… and your voice. ",['Declarative Clause']
"One of the things every parent wants to know is just, how happy are you with your life?",['Declarative Clause']
"I just would like to emphasize — and I want you to hear — how you gave my life, give my life, such meaning.",['Declarative Clause']
 I will miss having a friend who is unconditionally in love with you…,['Declarative Clause']
 There’s no other relationship that’s the same as that,['Declarative Clause']
"You can have great friends or loved ones, but it’s not the same.",['Declarative Clause']
As you’ve heard… StoryCorps has always been about chasing big ideas,['Declarative Clause']
And one of those big ideas is that every single person in the country would one day be able to record an interview. ,['Declarative Clause']
"But during our first ten years, if someone wanted to record, they’d have to come to one of our booths in person",['Declarative Clause']
" In 2015, that all changed",['Declarative Clause']
"That year, StoryCorps founder Dave Isay went on stage to give a TED Talk",['Declarative Clause']
